University,year,Rank,Score
GEORGETOWN UNIVERSITY,1999,36.0,55.0
GEORGETOWN UNIVERSITY,2000,41.0,67.0
GEORGETOWN UNIVERSITY,2001,39.0,92.0
GEORGETOWN UNIVERSITY,2002,40.0,93.0
GEORGETOWN UNIVERSITY,2003,43.0,95.0
GEORGETOWN UNIVERSITY,2004,46.0,86.0
GEORGETOWN UNIVERSITY,2005,43.0,105.0
GEORGETOWN UNIVERSITY,2006,42.0,104.0
GEORGETOWN UNIVERSITY,2007,47.0,112.0
GEORGETOWN UNIVERSITY,2008,51.0,110.0
GEORGETOWN UNIVERSITY,2009,49.0,128.0
GEORGETOWN UNIVERSITY,2010,58.0,133.0
GEORGETOWN UNIVERSITY,2011,58.0,148.0
GEORGETOWN UNIVERSITY,2012,60.0,149.0
GEORGETOWN UNIVERSITY,2013,52.0,178.0
GEORGETOWN UNIVERSITY,2014,58.0,177.0
GEORGETOWN UNIVERSITY,2015,67.0,175.0
GEORGETOWN UNIVERSITY,2016,54.0,218.0
GEORGETOWN UNIVERSITY,2017,45.0,195.0
GEORGIA INSTITUTE OF TECHNOLOGY,1999,330.0,3.0
GEORGIA INSTITUTE OF TECHNOLOGY,2000,374.0,3.0
GEORGIA INSTITUTE OF TECHNOLOGY,2001,405.0,3.0
GEORGIA INSTITUTE OF TECHNOLOGY,2002,358.0,5.0
GEORGIA INSTITUTE OF TECHNOLOGY,2003,351.0,5.0
GEORGIA INSTITUTE OF TECHNOLOGY,2004,453.0,3.0
GEORGIA INSTITUTE OF TECHNOLOGY,2005,293.0,10.0
GEORGIA INSTITUTE OF TECHNOLOGY,2006,232.0,16.0
GEORGIA INSTITUTE OF TECHNOLOGY,2007,171.0,28.0
GEORGIA INSTITUTE OF TECHNOLOGY,2008,163.0,33.0
GEORGIA INSTITUTE OF TECHNOLOGY,2009,160.0,38.0
GEORGIA INSTITUTE OF TECHNOLOGY,2010,148.0,49.0
GEORGIA INSTITUTE OF TECHNOLOGY,2011,147.0,55.0
GEORGIA INSTITUTE OF TECHNOLOGY,2012,152.0,58.0
GEORGIA INSTITUTE OF TECHNOLOGY,2013,148.0,70.0
GEORGIA INSTITUTE OF TECHNOLOGY,2014,138.0,80.0
GEORGIA INSTITUTE OF TECHNOLOGY,2015,148.0,74.0
GEORGIA INSTITUTE OF TECHNOLOGY,2016,161.0,72.0
GEORGIA INSTITUTE OF TECHNOLOGY,2017,171.0,55.0
GEORGIA SOUTHERN UNIVERSITY,1999,489.0,1.0
GEORGIA SOUTHERN UNIVERSITY,2000,544.0,1.0
GEORGIA SOUTHERN UNIVERSITY,2001,461.0,2.0
GEORGIA SOUTHERN UNIVERSITY,2002,477.0,2.0
GEORGIA SOUTHERN UNIVERSITY,2003,642.0,1.0
GEORGIA SOUTHERN UNIVERSITY,2004,679.0,1.0
GEORGIA SOUTHERN UNIVERSITY,2005,696.0,1.0
GEORGIA SOUTHERN UNIVERSITY,2006,701.0,1.0
GEORGIA SOUTHERN UNIVERSITY,2007,733.0,1.0
GEORGIA SOUTHERN UNIVERSITY,2008,811.0,1.0
GEORGIA SOUTHERN UNIVERSITY,2009,828.0,1.0
GEORGIA SOUTHERN UNIVERSITY,2010,658.0,3.0
GEORGIA SOUTHERN UNIVERSITY,2011,803.0,2.0
GEORGIA SOUTHERN UNIVERSITY,2012,823.0,2.0
GEORGIA SOUTHERN UNIVERSITY,2013,873.0,2.0
GEORGIA SOUTHERN UNIVERSITY,2014,719.0,4.0
GEORGIA SOUTHERN UNIVERSITY,2015,906.0,2.0
GEORGIA SOUTHERN UNIVERSITY,2016,908.0,2.0
GEORGIA SOUTHERN UNIVERSITY,2017,862.0,2.0
GEORGIA STATE UNIVERSITY,1999,111.0,19.0
GEORGIA STATE UNIVERSITY,2000,102.0,26.0
GEORGIA STATE UNIVERSITY,2001,101.0,32.0
GEORGIA STATE UNIVERSITY,2002,102.0,36.0
GEORGIA STATE UNIVERSITY,2003,93.0,41.0
GEORGIA STATE UNIVERSITY,2004,96.0,42.0
GEORGIA STATE UNIVERSITY,2005,97.0,45.0
GEORGIA STATE UNIVERSITY,2006,111.0,45.0
GEORGIA STATE UNIVERSITY,2007,105.0,50.0
GEORGIA STATE UNIVERSITY,2008,99.0,60.0
GEORGIA STATE UNIVERSITY,2009,107.0,67.0
GEORGIA STATE UNIVERSITY,2010,96.0,85.0
GEORGIA STATE UNIVERSITY,2011,97.0,92.0
GEORGIA STATE UNIVERSITY,2012,88.0,109.0
GEORGIA STATE UNIVERSITY,2013,85.0,126.0
GEORGIA STATE UNIVERSITY,2014,88.0,128.0
GEORGIA STATE UNIVERSITY,2015,99.0,116.0
GEORGIA STATE UNIVERSITY,2016,97.0,124.0
GEORGIA STATE UNIVERSITY,2017,107.0,91.0
GHENT UNIVERSITY,2000,699.0,0.0
GHENT UNIVERSITY,2001,766.0,0.0
GHENT UNIVERSITY,2002,528.0,2.0
GHENT UNIVERSITY,2003,420.0,4.0
GHENT UNIVERSITY,2004,445.0,4.0
GHENT UNIVERSITY,2005,364.0,6.0
GHENT UNIVERSITY,2006,322.0,9.0
GHENT UNIVERSITY,2007,301.0,11.0
GHENT UNIVERSITY,2008,326.0,12.0
GHENT UNIVERSITY,2009,300.0,15.0
GHENT UNIVERSITY,2010,359.0,13.0
GHENT UNIVERSITY,2011,354.0,14.0
GHENT UNIVERSITY,2012,383.0,15.0
GHENT UNIVERSITY,2013,334.0,21.0
GHENT UNIVERSITY,2014,305.0,27.0
GHENT UNIVERSITY,2015,293.0,30.0
GHENT UNIVERSITY,2016,274.0,36.0
GHENT UNIVERSITY,2017,259.0,32.0
GOETHE UNIVERSITY FRANKFURT,2000,645.0,0.0
GOETHE UNIVERSITY FRANKFURT,2001,433.0,3.0
GOETHE UNIVERSITY FRANKFURT,2002,367.0,4.0
GOETHE UNIVERSITY FRANKFURT,2003,272.0,9.0
GOETHE UNIVERSITY FRANKFURT,2004,241.0,12.0
GOETHE UNIVERSITY FRANKFURT,2005,203.0,18.0
GOETHE UNIVERSITY FRANKFURT,2006,145.0,30.0
GOETHE UNIVERSITY FRANKFURT,2007,135.0,38.0
GOETHE UNIVERSITY FRANKFURT,2008,121.0,51.0
GOETHE UNIVERSITY FRANKFURT,2009,111.0,66.0
GOETHE UNIVERSITY FRANKFURT,2010,129.0,59.0
GOETHE UNIVERSITY FRANKFURT,2011,169.0,46.0
GOETHE UNIVERSITY FRANKFURT,2012,191.0,43.0
GOETHE UNIVERSITY FRANKFURT,2013,180.0,52.0
GOETHE UNIVERSITY FRANKFURT,2014,262.0,34.0
GOETHE UNIVERSITY FRANKFURT,2015,276.0,34.0
GOETHE UNIVERSITY FRANKFURT,2016,266.0,37.0
GOETHE UNIVERSITY FRANKFURT,2017,265.0,31.0
GONZAGA UNIVERSITY,2010,724.0,2.0
GONZAGA UNIVERSITY,2011,764.0,2.0
GONZAGA UNIVERSITY,2012,777.0,2.0
GONZAGA UNIVERSITY,2013,827.0,2.0
GONZAGA UNIVERSITY,2014,844.0,2.0
GRADUATE INSTITUTE OF INTERNATIONAL AND DEVELOPMENT STUDIES,2010,554.0,5.0
GRADUATE INSTITUTE OF INTERNATIONAL AND DEVELOPMENT STUDIES,2011,584.0,5.0
GRADUATE INSTITUTE OF INTERNATIONAL AND DEVELOPMENT STUDIES,2012,352.0,17.0
GRADUATE INSTITUTE OF INTERNATIONAL AND DEVELOPMENT STUDIES,2013,340.0,20.0
GRADUATE INSTITUTE OF INTERNATIONAL AND DEVELOPMENT STUDIES,2014,327.0,24.0
GRADUATE INSTITUTE OF INTERNATIONAL AND DEVELOPMENT STUDIES,2015,289.0,31.0
GRADUATE INSTITUTE OF INTERNATIONAL AND DEVELOPMENT STUDIES,2016,278.0,35.0
GRADUATE INSTITUTE OF INTERNATIONAL AND DEVELOPMENT STUDIES,2017,320.0,23.0
GRAND VALLEY STATE UNIVERSITY,1999,555.0,1.0
GRAND VALLEY STATE UNIVERSITY,2000,486.0,2.0
GRAND VALLEY STATE UNIVERSITY,2001,530.0,2.0
GRAND VALLEY STATE UNIVERSITY,2002,628.0,1.0
GRAND VALLEY STATE UNIVERSITY,2003,494.0,2.0
GRAND VALLEY STATE UNIVERSITY,2004,528.0,2.0
GRAND VALLEY STATE UNIVERSITY,2005,673.0,1.0
GRAND VALLEY STATE UNIVERSITY,2006,574.0,2.0
GRAND VALLEY STATE UNIVERSITY,2007,602.0,2.0
GRAND VALLEY STATE UNIVERSITY,2008,840.0,1.0
GRAND VALLEY STATE UNIVERSITY,2009,868.0,1.0
GRAND VALLEY STATE UNIVERSITY,2010,904.0,1.0
GRAND VALLEY STATE UNIVERSITY,2015,719.0,4.0
GRAND VALLEY STATE UNIVERSITY,2016,622.0,6.0
GRAND VALLEY STATE UNIVERSITY,2017,583.0,6.0
GRANT MACEWAN COLLEGE,2006,646.0,2.0
GRANT MACEWAN COLLEGE,2007,676.0,2.0
GRANT MACEWAN COLLEGE,2008,734.0,2.0
GRANT MACEWAN COLLEGE,2009,755.0,2.0
GRANT MACEWAN COLLEGE,2010,791.0,2.0
GRAZ UNIVERSITY OF TECHNOLOGY,2003,767.0,0.0
GRAZ UNIVERSITY OF TECHNOLOGY,2004,817.0,0.0
GRAZ UNIVERSITY OF TECHNOLOGY,2005,848.0,0.0
GRAZ UNIVERSITY OF TECHNOLOGY,2006,887.0,0.0
GRAZ UNIVERSITY OF TECHNOLOGY,2007,919.0,0.0
GRIFFITH UNIVERSITY,2006,594.0,2.0
GRIFFITH UNIVERSITY,2007,530.0,3.0
GRIFFITH UNIVERSITY,2008,513.0,4.0
GRIFFITH UNIVERSITY,2009,524.0,4.0
GRIFFITH UNIVERSITY,2010,442.0,8.0
GRIFFITH UNIVERSITY,2011,536.0,6.0
GRIFFITH UNIVERSITY,2012,557.0,6.0
GRIFFITH UNIVERSITY,2013,624.0,5.0
GRIFFITH UNIVERSITY,2014,626.0,6.0
GRIFFITH UNIVERSITY,2015,889.0,2.0
GRIFFITH UNIVERSITY,2016,890.0,2.0
GRIFFITH UNIVERSITY,2017,1009.0,1.0
GUANGDONG UNIVERSITY FOREIGN STUDIES,2007,926.0,0.0
GUANGDONG UNIVERSITY FOREIGN STUDIES,2008,1000.0,0.0
GUANGDONG UNIVERSITY FOREIGN STUDIES,2009,1014.0,0.0
GUANGDONG UNIVERSITY FOREIGN STUDIES,2010,1035.0,0.0
GUANGDONG UNIVERSITY FOREIGN STUDIES,2011,1055.0,0.0
GUANGDONG UNIVERSITY OF TECHNOLOGY,2014,990.0,1.0
GUANGDONG UNIVERSITY OF TECHNOLOGY,2015,1023.0,1.0
GUANGDONG UNIVERSITY OF TECHNOLOGY,2016,1046.0,1.0
GUANGDONG UNIVERSITY OF TECHNOLOGY,2017,1010.0,1.0
GUSTAVUS ADOLPHUS COLLEGE,2007,524.0,3.0
GUSTAVUS ADOLPHUS COLLEGE,2008,583.0,3.0
GUSTAVUS ADOLPHUS COLLEGE,2009,617.0,3.0
GUSTAVUS ADOLPHUS COLLEGE,2010,656.0,3.0
GUSTAVUS ADOLPHUS COLLEGE,2011,694.0,3.0
HACETTEPE UNIVERSITY,2016,968.0,1.0
HACETTEPE UNIVERSITY,2017,931.0,1.0
HALLYM UNIVERSITY,2001,613.0,1.0
HALLYM UNIVERSITY,2002,602.0,1.0
HALLYM UNIVERSITY,2003,616.0,1.0
HALLYM UNIVERSITY,2004,647.0,1.0
HALLYM UNIVERSITY,2005,666.0,1.0
HALLYM UNIVERSITY,2006,896.0,0.0
HAMILTON COLLEGE,1999,322.0,3.0
HAMILTON COLLEGE,2000,293.0,5.0
HAMILTON COLLEGE,2001,286.0,7.0
HAMILTON COLLEGE,2002,293.0,7.0
HAMILTON COLLEGE,2003,293.0,8.0
HAMILTON COLLEGE,2004,246.0,12.0
HAMILTON COLLEGE,2005,288.0,10.0
HAMILTON COLLEGE,2006,310.0,10.0
HAMILTON COLLEGE,2007,299.0,12.0
HAMILTON COLLEGE,2008,364.0,10.0
HAMILTON COLLEGE,2009,410.0,8.0
HAMILTON COLLEGE,2010,432.0,8.0
HAMILTON COLLEGE,2011,424.0,10.0
HAMILTON COLLEGE,2012,490.0,8.0
HAMILTON COLLEGE,2013,504.0,9.0
HAMILTON COLLEGE,2014,559.0,7.0
HAMILTON COLLEGE,2015,560.0,8.0
HAMILTON COLLEGE,2016,713.0,4.0
HAMILTON COLLEGE,2017,668.0,4.0
HANDONG GLOBAL UNIVERSITY,2015,955.0,1.0
HANDONG GLOBAL UNIVERSITY,2016,965.0,1.0
HANDONG GLOBAL UNIVERSITY,2017,927.0,1.0
HANDONG UNIVERSITY,2007,624.0,2.0
HANDONG UNIVERSITY,2008,677.0,2.0
HANDONG UNIVERSITY,2009,703.0,2.0
HANDONG UNIVERSITY,2010,744.0,2.0
HANDONG UNIVERSITY,2011,785.0,2.0
HANGZHOU DIANZI UNIVERSITY,2015,1085.0,1.0
HANGZHOU DIANZI UNIVERSITY,2016,1094.0,1.0
HANGZHOU DIANZI UNIVERSITY,2017,1057.0,1.0
HANKUK UNIVERSITY FOREIGN STUDIES,1999,454.0,1.0
HANKUK UNIVERSITY FOREIGN STUDIES,2000,504.0,1.0
HANKUK UNIVERSITY FOREIGN STUDIES,2001,549.0,1.0
HANKUK UNIVERSITY FOREIGN STUDIES,2002,568.0,1.0
HANKUK UNIVERSITY FOREIGN STUDIES,2003,581.0,1.0
HANKUK UNIVERSITY FOREIGN STUDIES,2004,498.0,3.0
HANKUK UNIVERSITY FOREIGN STUDIES,2005,517.0,3.0
HANKUK UNIVERSITY FOREIGN STUDIES,2006,548.0,3.0
HANKUK UNIVERSITY FOREIGN STUDIES,2007,571.0,3.0
HANKUK UNIVERSITY FOREIGN STUDIES,2008,619.0,3.0
HANKUK UNIVERSITY FOREIGN STUDIES,2012,674.0,3.0
HANKUK UNIVERSITY FOREIGN STUDIES,2013,656.0,4.0
HANKUK UNIVERSITY FOREIGN STUDIES,2014,653.0,5.0
HANKUK UNIVERSITY FOREIGN STUDIES,2015,524.0,9.0
HANKUK UNIVERSITY FOREIGN STUDIES,2016,512.0,10.0
HANKUK UNIVERSITY FOREIGN STUDIES,2017,575.0,6.0
HANNAM UNIVERSITY,1999,500.0,1.0
HANNAM UNIVERSITY,2000,562.0,1.0
HANNAM UNIVERSITY,2001,619.0,1.0
HANNAM UNIVERSITY,2002,636.0,1.0
HANNAM UNIVERSITY,2003,657.0,1.0
HANNAN UNIVERSITY,2014,968.0,1.0
HANNAN UNIVERSITY,2015,924.0,2.0
HANNAN UNIVERSITY,2016,926.0,2.0
HANNAN UNIVERSITY,2017,883.0,2.0
HANSUNG UNIVERSITY,2001,577.0,1.0
HANSUNG UNIVERSITY,2002,597.0,1.0
HANSUNG UNIVERSITY,2003,608.0,1.0
HANSUNG UNIVERSITY,2004,637.0,1.0
HANSUNG UNIVERSITY,2005,654.0,1.0
HANYANG UNIVERSITY,1999,416.0,2.0
HANYANG UNIVERSITY,2000,469.0,2.0
HANYANG UNIVERSITY,2001,513.0,2.0
HANYANG UNIVERSITY,2002,630.0,1.0
HANYANG UNIVERSITY,2003,652.0,1.0
HANYANG UNIVERSITY,2004,663.0,1.0
HANYANG UNIVERSITY,2005,511.0,3.0
HANYANG UNIVERSITY,2006,538.0,3.0
HANYANG UNIVERSITY,2007,587.0,2.0
HANYANG UNIVERSITY,2008,638.0,2.0
HANYANG UNIVERSITY,2009,767.0,1.0
HANYANG UNIVERSITY,2010,839.0,1.0
HANYANG UNIVERSITY,2011,867.0,1.0
HANYANG UNIVERSITY,2012,889.0,1.0
HANYANG UNIVERSITY,2013,933.0,1.0
HANYANG UNIVERSITY,2014,593.0,6.0
HANYANG UNIVERSITY,2015,408.0,16.0
HANYANG UNIVERSITY,2016,375.0,20.0
HANYANG UNIVERSITY,2017,340.0,20.0
HAROKOPIO UNIVERSITY,2000,699.0,0.0
HAROKOPIO UNIVERSITY,2001,766.0,0.0
HAROKOPIO UNIVERSITY,2002,767.0,0.0
HAROKOPIO UNIVERSITY,2003,798.0,0.0
HAROKOPIO UNIVERSITY,2004,836.0,0.0
HARVARD KENNEDY SCHOOL,2009,813.0,1.0
HARVARD KENNEDY SCHOOL,2010,850.0,1.0
HARVARD KENNEDY SCHOOL,2011,876.0,1.0
HARVARD KENNEDY SCHOOL,2012,514.0,8.0
HARVARD KENNEDY SCHOOL,2013,536.0,8.0
HARVARD KENNEDY SCHOOL,2014,604.0,6.0
HARVARD KENNEDY SCHOOL,2015,451.0,13.0
HARVARD KENNEDY SCHOOL,2016,330.0,25.0
HARVARD KENNEDY SCHOOL,2017,354.0,18.0
HARVARD UNIVERSITY,1999,1.0,448.0
HARVARD UNIVERSITY,2000,1.0,592.0
HARVARD UNIVERSITY,2001,1.0,720.0
HARVARD UNIVERSITY,2002,1.0,739.0
HARVARD UNIVERSITY,2003,1.0,764.0
HARVARD UNIVERSITY,2004,1.0,802.0
HARVARD UNIVERSITY,2005,1.0,909.0
HARVARD UNIVERSITY,2006,1.0,984.0
HARVARD UNIVERSITY,2007,1.0,1076.0
HARVARD UNIVERSITY,2008,1.0,1190.0
HARVARD UNIVERSITY,2009,1.0,1422.0
HARVARD UNIVERSITY,2010,1.0,1523.0
HARVARD UNIVERSITY,2011,1.0,1640.0
HARVARD UNIVERSITY,2012,1.0,1680.0
HARVARD UNIVERSITY,2013,1.0,1728.0
HARVARD UNIVERSITY,2014,1.0,1711.0
HARVARD UNIVERSITY,2015,1.0,1747.0
HARVARD UNIVERSITY,2016,1.0,1738.0
HARVARD UNIVERSITY,2017,1.0,1466.0
HEBREW UNIVERSITY OF JERUSALEM,1999,39.0,53.0
HEBREW UNIVERSITY OF JERUSALEM,2000,42.0,66.0
HEBREW UNIVERSITY OF JERUSALEM,2001,42.0,83.0
HEBREW UNIVERSITY OF JERUSALEM,2002,36.0,102.0
HEBREW UNIVERSITY OF JERUSALEM,2003,35.0,108.0
HEBREW UNIVERSITY OF JERUSALEM,2004,40.0,109.0
HEBREW UNIVERSITY OF JERUSALEM,2005,39.0,112.0
HEBREW UNIVERSITY OF JERUSALEM,2006,33.0,122.0
HEBREW UNIVERSITY OF JERUSALEM,2007,49.0,103.0
HEBREW UNIVERSITY OF JERUSALEM,2008,45.0,118.0
HEBREW UNIVERSITY OF JERUSALEM,2009,45.0,137.0
HEBREW UNIVERSITY OF JERUSALEM,2010,41.0,155.0
HEBREW UNIVERSITY OF JERUSALEM,2011,53.0,158.0
HEBREW UNIVERSITY OF JERUSALEM,2012,47.0,172.0
HEBREW UNIVERSITY OF JERUSALEM,2013,59.0,160.0
HEBREW UNIVERSITY OF JERUSALEM,2014,77.0,155.0
HEBREW UNIVERSITY OF JERUSALEM,2015,87.0,142.0
HEBREW UNIVERSITY OF JERUSALEM,2016,90.0,139.0
HEBREW UNIVERSITY OF JERUSALEM,2017,94.0,108.0
HEC PARIS,2013,373.0,17.0
HEC PARIS,2014,384.0,17.0
HEC PARIS,2015,391.0,17.0
HEC PARIS,2016,402.0,17.0
HEC PARIS,2017,363.0,17.0
HEIDELBERG UNIVERSITY,1999,479.0,1.0
HEIDELBERG UNIVERSITY,2000,390.0,3.0
HEIDELBERG UNIVERSITY,2001,265.0,8.0
HEIDELBERG UNIVERSITY,2002,261.0,9.0
HEIDELBERG UNIVERSITY,2003,245.0,10.0
HEIDELBERG UNIVERSITY,2004,217.0,14.0
HEIDELBERG UNIVERSITY,2005,198.0,19.0
HEIDELBERG UNIVERSITY,2006,224.0,17.0
HEIDELBERG UNIVERSITY,2007,229.0,19.0
HEIDELBERG UNIVERSITY,2008,226.0,22.0
HEIDELBERG UNIVERSITY,2009,221.0,26.0
HEIDELBERG UNIVERSITY,2010,224.0,28.0
HEIDELBERG UNIVERSITY,2011,209.0,34.0
HEIDELBERG UNIVERSITY,2012,201.0,41.0
HEIDELBERG UNIVERSITY,2013,163.0,59.0
HEIDELBERG UNIVERSITY,2014,164.0,59.0
HEIDELBERG UNIVERSITY,2015,172.0,63.0
HEIDELBERG UNIVERSITY,2016,181.0,62.0
HEIDELBERG UNIVERSITY,2017,178.0,52.0
HELMUT SCHMIDT UNIVERSITY,2008,925.0,0.0
HELMUT SCHMIDT UNIVERSITY,2009,939.0,0.0
HELMUT SCHMIDT UNIVERSITY,2010,965.0,0.0
HELMUT SCHMIDT UNIVERSITY,2011,986.0,0.0
HELMUT SCHMIDT UNIVERSITY,2012,964.0,1.0
HELMUT SCHMIDT UNIVERSITY,2013,698.0,4.0
HELMUT SCHMIDT UNIVERSITY,2014,725.0,4.0
HELMUT SCHMIDT UNIVERSITY,2015,578.0,7.0
HELMUT SCHMIDT UNIVERSITY,2016,515.0,10.0
HELMUT SCHMIDT UNIVERSITY,2017,495.0,9.0
HENAN UNIVERSITY,2015,1085.0,1.0
HENAN UNIVERSITY,2016,869.0,2.0
HENAN UNIVERSITY,2017,826.0,2.0
HERIOT-WATT UNIVERSITY,1999,306.0,4.0
HERIOT-WATT UNIVERSITY,2000,359.0,4.0
HERIOT-WATT UNIVERSITY,2001,391.0,4.0
HERIOT-WATT UNIVERSITY,2006,361.0,7.0
HERIOT-WATT UNIVERSITY,2007,336.0,9.0
HERIOT-WATT UNIVERSITY,2008,354.0,10.0
HERIOT-WATT UNIVERSITY,2009,381.0,10.0
HERIOT-WATT UNIVERSITY,2010,363.0,12.0
HERIOT-WATT UNIVERSITY,2011,577.0,5.0
HERIOT-WATT UNIVERSITY,2012,687.0,3.0
HERIOT-WATT UNIVERSITY,2013,812.0,2.0
HERIOT-WATT UNIVERSITY,2014,529.0,8.0
HERIOT-WATT UNIVERSITY,2015,595.0,7.0
HERIOT-WATT UNIVERSITY,2016,531.0,9.0
HERIOT-WATT UNIVERSITY,2017,499.0,9.0
HIGH POINT UNIVERSITY,2013,730.0,3.0
HIGH POINT UNIVERSITY,2014,756.0,3.0
HIGH POINT UNIVERSITY,2015,775.0,3.0
HIGH POINT UNIVERSITY,2016,797.0,3.0
HIGH POINT UNIVERSITY,2017,752.0,3.0
HIROSAKI UNIVERSITY,1999,454.0,1.0
HIROSAKI UNIVERSITY,2000,504.0,1.0
HIROSAKI UNIVERSITY,2001,549.0,1.0
HIROSAKI UNIVERSITY,2002,568.0,1.0
HIROSAKI UNIVERSITY,2003,581.0,1.0
HIROSHIMA AKI WOMENS UNIVERSITY,2001,740.0,0.0
HIROSHIMA AKI WOMENS UNIVERSITY,2002,747.0,0.0
HIROSHIMA AKI WOMENS UNIVERSITY,2003,781.0,0.0
HIROSHIMA AKI WOMENS UNIVERSITY,2004,828.0,0.0
HIROSHIMA AKI WOMENS UNIVERSITY,2005,858.0,0.0
HIROSHIMA CITY UNIVERSITY,2010,921.0,1.0
HIROSHIMA CITY UNIVERSITY,2011,949.0,1.0
HIROSHIMA CITY UNIVERSITY,2012,970.0,1.0
HIROSHIMA CITY UNIVERSITY,2013,1024.0,1.0
HIROSHIMA CITY UNIVERSITY,2014,1035.0,1.0
HIROSHIMA SHUDO UNIVERSITY,2008,793.0,1.0
HIROSHIMA SHUDO UNIVERSITY,2009,798.0,1.0
HIROSHIMA SHUDO UNIVERSITY,2010,578.0,4.0
HIROSHIMA SHUDO UNIVERSITY,2011,614.0,4.0
HIROSHIMA SHUDO UNIVERSITY,2012,612.0,5.0
HIROSHIMA SHUDO UNIVERSITY,2013,711.0,3.0
HIROSHIMA SHUDO UNIVERSITY,2014,738.0,3.0
HIROSHIMA SHUDO UNIVERSITY,2015,1123.0,1.0
HIROSHIMA SHUDO UNIVERSITY,2016,1134.0,1.0
HIROSHIMA UNIVERSITY,2001,603.0,1.0
HIROSHIMA UNIVERSITY,2002,622.0,1.0
HIROSHIMA UNIVERSITY,2003,643.0,1.0
HIROSHIMA UNIVERSITY,2004,680.0,1.0
HIROSHIMA UNIVERSITY,2005,540.0,2.0
HIROSHIMA UNIVERSITY,2006,643.0,2.0
HIROSHIMA UNIVERSITY,2007,672.0,2.0
HIROSHIMA UNIVERSITY,2008,556.0,3.0
HIROSHIMA UNIVERSITY,2009,435.0,7.0
HIROSHIMA UNIVERSITY,2010,451.0,8.0
HIROSHIMA UNIVERSITY,2011,488.0,7.0
HIROSHIMA UNIVERSITY,2012,518.0,7.0
HIROSHIMA UNIVERSITY,2013,555.0,7.0
HIROSHIMA UNIVERSITY,2014,751.0,3.0
HIROSHIMA UNIVERSITY,2015,732.0,4.0
HIROSHIMA UNIVERSITY,2016,642.0,6.0
HIROSHIMA UNIVERSITY,2017,601.0,6.0
HITOTSUBASHI UNIVERSITY,1999,199.0,8.0
HITOTSUBASHI UNIVERSITY,2000,218.0,9.0
HITOTSUBASHI UNIVERSITY,2001,182.0,15.0
HITOTSUBASHI UNIVERSITY,2002,178.0,17.0
HITOTSUBASHI UNIVERSITY,2003,133.0,25.0
HITOTSUBASHI UNIVERSITY,2004,148.0,24.0
HITOTSUBASHI UNIVERSITY,2005,155.0,25.0
HITOTSUBASHI UNIVERSITY,2006,189.0,21.0
HITOTSUBASHI UNIVERSITY,2007,182.0,25.0
HITOTSUBASHI UNIVERSITY,2008,240.0,21.0
HITOTSUBASHI UNIVERSITY,2009,217.0,26.0
HITOTSUBASHI UNIVERSITY,2010,196.0,34.0
HITOTSUBASHI UNIVERSITY,2011,188.0,41.0
HITOTSUBASHI UNIVERSITY,2012,173.0,49.0
HITOTSUBASHI UNIVERSITY,2013,182.0,51.0
HITOTSUBASHI UNIVERSITY,2014,183.0,54.0
HITOTSUBASHI UNIVERSITY,2015,202.0,49.0
HITOTSUBASHI UNIVERSITY,2016,209.0,51.0
HITOTSUBASHI UNIVERSITY,2017,239.0,35.0
HOFSTRA UNIVERSITY,2013,818.0,2.0
HOFSTRA UNIVERSITY,2014,838.0,2.0
HOFSTRA UNIVERSITY,2015,867.0,2.0
HOFSTRA UNIVERSITY,2016,760.0,4.0
HOFSTRA UNIVERSITY,2017,718.0,4.0
HOKKAI GAKUEN UNIVERSITY,2005,729.0,1.0
HOKKAI GAKUEN UNIVERSITY,2006,756.0,1.0
HOKKAI GAKUEN UNIVERSITY,2007,793.0,1.0
HOKKAI GAKUEN UNIVERSITY,2008,875.0,1.0
HOKKAI GAKUEN UNIVERSITY,2009,901.0,1.0
HOKKAI GAKUEN UNIVERSITY,2011,829.0,2.0
HOKKAI GAKUEN UNIVERSITY,2012,855.0,2.0
HOKKAI GAKUEN UNIVERSITY,2013,902.0,2.0
HOKKAI GAKUEN UNIVERSITY,2014,804.0,3.0
HOKKAI GAKUEN UNIVERSITY,2015,819.0,3.0
HOKKAI GAKUEN UNIVERSITY,2016,1012.0,1.0
HOKKAI GAKUEN UNIVERSITY,2017,977.0,1.0
HOKKAIDO UNIVERSITY,2001,393.0,4.0
HOKKAIDO UNIVERSITY,2002,401.0,4.0
HOKKAIDO UNIVERSITY,2003,378.0,5.0
HOKKAIDO UNIVERSITY,2004,394.0,5.0
HOKKAIDO UNIVERSITY,2005,410.0,5.0
HOKKAIDO UNIVERSITY,2006,705.0,1.0
HOKKAIDO UNIVERSITY,2007,737.0,1.0
HOKKAIDO UNIVERSITY,2008,663.0,2.0
HOKKAIDO UNIVERSITY,2009,689.0,2.0
HOKKAIDO UNIVERSITY,2010,730.0,2.0
HOKKAIDO UNIVERSITY,2011,586.0,5.0
HOKKAIDO UNIVERSITY,2012,611.0,5.0
HOKKAIDO UNIVERSITY,2013,629.0,5.0
HOKKAIDO UNIVERSITY,2014,650.0,5.0
HOKKAIDO UNIVERSITY,2015,536.0,9.0
HOKKAIDO UNIVERSITY,2016,618.0,6.0
HOKKAIDO UNIVERSITY,2017,580.0,6.0
HONG KONG BAPTIST UNIVERSITY,2001,596.0,1.0
HONG KONG BAPTIST UNIVERSITY,2002,502.0,2.0
